"2","1","Gaji Golongan B","600000","6000","0","0","0","2000","6000","5000","120","45000","45000","10000","613120","13120","100000","513120","5","02-12-2018 08:07:42"
"3","1","SPV","8362000","0","2000","2500","0","1000000","20000","49500",,,,,"9431500","1069500","0","9431500","7","08-02-2019 02:18:43"
"4","1","ST2","5964950","0","2000","2500","0","500000","20000","49500",,,,,"6534450","569500","0","6534450","7","08-02-2019 02:21:43"
"5","1","ST1","5735500","0","2000","2500","0",,"20000","22500",,,,,"5778000","42500","0","5778000","7","08-02-2019 02:23:20"
"6","1","LD","4955950","0","2000","2500","0","200000","20000","22500",,,,,"5198450","242500","0","5198450","7","08-02-2019 02:24:59"
"7","1","OP","4647000","0","2000","2500","0",,"20000","22500",,,,,"4689500","42500","0","4689500","7","08-02-2019 02:26:45"
"8","1","OP1","4739850","0","2000","2500","0",,"20000","22500",,,,,"4782350","42500","0","4782350","7","08-02-2019 02:27:42"
"9","1","OP+","4807350","0","2000","2500","0",,"20000","22500",,,,,"4849850","42500","0","4849850","7","08-02-2019 02:29:47"
